,Unnamed: 0.1,Unnamed: 0,ipere,feuillet,rang,ch_id,sdomi100,xdomi,ydomi,perslogi,autologi,srdomi,age,genre,permis,p_statut,p_mobil,hrede,motif,xorig,yorig,sorig100,srorig,xdest,ydest,sdest100,srdest,faclog,facper,f_menage,f_pers,f_chaine,mode,nb_bo,nb_depl,nb_lieux,ch_motif,ch_duree,ch_type_ind,ch_type_ouv,ch_type_fer,ch_type_simp,ch_type_comp,ch_mono_bo,ch_multi_bo,ch_contraint,ch_n_contraint,walkscore,bikescore,transitscore,children,drivers,retired,trip_distance,distance_meters,duration_seconds
0,0,0,428,1000265,1,1.0,309,309320,5050582,1,1,4620887.04,33,1,1,1,1,1345,4,309320,5050582,309,4620887.04,319187,5047107,531,4620903.01,36.7,36.0,T,T,T,AC,1.0,2.0,2.0,LS,180.0,0.0,,1.0,1.0,,1.0,,,1.0,54.0,82.0,-1.0,0,1,0,10461.037902617503,13517.7,9976.4
1,1,1,429,1000265,1,1.0,309,309320,5050582,1,1,4620887.04,33,1,1,1,1,1645,3,319187,5047107,531,4620903.01,309320,5050582,309,4620887.04,36.7,36.0,,,,AC,1.0,2.0,2.0,LS,180.0,0.0,,1.0,1.0,,1.0,,,1.0,54.0,82.0,-1.0,0,1,0,10461.037902617503,13517.7,9976.4
2,2,2,470,1000282,1,1.0,309,310817,5051267,4,2,4620888.02,39,2,1,2,1,750,6,310817,5051267,309,4620888.02,310054,5050423,309,4620888.03,21.91,23.6,T,T,T,AC,1.0,4.0,4.0,TR,505.0,0.0,,1.0,,1.0,1.0,,1.0,,16.0,74.0,-1.0,2,2,0,1137.7631563730652,1228.7,900.9
3,3,3,471,1000282,1,1.0,309,310817,5051267,4,2,4620888.02,39,2,1,2,1,805,1,310054,5050423,309,4620888.03,310237,5049680,309,4620888.03,21.91,23.6,,,,AC,1.0,4.0,4.0,TR,505.0,0.0,,1.0,,1.0,1.0,,1.0,,16.0,74.0,-1.0,2,2,0,765.2045478171179,983.2,717.1
4,4,4,472,1000282,1,1.0,309,310817,5051267,4,2,4620888.02,39,2,1,2,1,1600,5,310237,5049680,309,4620888.03,309979,5050118,309,4620888.03,21.91,23.6,,,,AC,1.0,4.0,4.0,TR,505.0,0.0,,1.0,,1.0,1.0,,1.0,,16.0,74.0,-1.0,2,2,0,508.3384699194032,611.0,447.7
5,5,5,473,1000282,1,1.0,309,310817,5051267,4,2,4620888.02,39,2,1,2,1,1615,3,309979,5050118,309,4620888.03,310817,5051267,309,4620888.02,21.91,23.6,,,,AC,1.0,4.0,4.0,TR,505.0,0.0,,1.0,,1.0,1.0,,1.0,,16.0,74.0,-1.0,2,2,0,1422.1269282310914,1669.9,1220.2
6,6,6,474,1000282,1,2.0,309,310817,5051267,4,2,4620888.02,39,2,1,2,1,1825,1,310817,5051267,309,4620888.02,310237,5049680,309,4620888.03,21.91,23.6,,,T,AC,1.0,2.0,2.0,TR,215.0,0.0,,1.0,1.0,,1.0,,1.0,,16.0,74.0,-1.0,2,2,0,1689.665351482358,2081.6,1510.3
7,7,7,475,1000282,1,2.0,309,310817,5051267,4,2,4620888.02,39,2,1,2,1,2200,3,310237,5049680,309,4620888.03,310817,5051267,309,4620888.02,21.91,23.6,,,,AC,1.0,2.0,2.0,TR,215.0,0.0,,1.0,1.0,,1.0,,1.0,,16.0,74.0,-1.0,2,2,0,1689.665351482358,2081.6,1510.3
8,8,8,476,1000282,2,1.0,309,310817,5051267,4,2,4620888.02,41,1,1,1,1,900,1,310817,5051267,309,4620888.02,293862,5044959,108,4620266.0,21.91,17.28,,T,T,AC,2.0,4.0,3.0,TR,510.0,0.0,,1.0,,1.0,,1.0,1.0,,16.0,74.0,-1.0,2,2,0,18090.408757128735,24465.9,18762.6
9,9,9,477,1000282,2,1.0,309,310817,5051267,4,2,4620888.02,41,1,1,1,1,1200,4,293862,5044959,108,4620266.0,293164,5043503,108,4620268.03,21.91,17.28,,,,AC,2.0,4.0,3.0,TR,510.0,0.0,,1.0,,1.0,,1.0,1.0,,16.0,74.0,-1.0,2,2,0,1614.6640517457495,1748.9,1369.5
10,10,10,478,1000282,2,1.0,309,310817,5051267,4,2,4620888.02,41,1,1,1,1,1400,1,293164,5043503,108,4620268.03,293862,5044959,108,4620266.0,21.91,17.28,,,,AC,2.0,4.0,3.0,TR,510.0,0.0,,1.0,,1.0,,1.0,1.0,,16.0,74.0,-1.0,2,2,0,1614.6640517457495,1748.9,1369.5
11,11,11,479,1000282,2,1.0,309,310817,5051267,4,2,4620888.02,41,1,1,1,1,1730,3,293862,5044959,108,4620266.0,310817,5051267,309,4620888.02,21.91,17.28,,,,AC,2.0,4.0,3.0,TR,510.0,0.0,,1.0,,1.0,,1.0,1.0,,16.0,74.0,-1.0,2,2,0,18090.408757128735,24465.9,18762.6
12,12,12,480,1000282,3,1.0,309,310817,5051267,4,2,4620888.02,5,2,5,3,1,750,2,310817,5051267,309,4620888.02,310054,5050423,309,4620888.03,21.91,21.79,,T,T,AP,1.0,2.0,2.0,ET,490.0,0.0,,1.0,1.0,,1.0,,1.0,,16.0,74.0,-1.0,2,2,0,1137.7631563730652,1228.7,900.9
13,13,13,481,1000282,3,1.0,309,310817,5051267,4,2,4620888.02,5,2,5,3,1,1600,3,310054,5050423,309,4620888.03,310817,5051267,309,4620888.02,21.91,21.79,,,,AP,1.0,2.0,2.0,ET,490.0,0.0,,1.0,1.0,,1.0,,1.0,,16.0,74.0,-1.0,2,2,0,1137.7631563730652,1228.7,900.9
14,14,14,482,1000282,4,,309,310817,5051267,4,2,4620888.02,2,2,5,6,3,0,7,0,0,0,,0,0,0,,21.91,22.6,,T,,,,,,,,,,,,,,,,,16.0,74.0,-1.0,2,2,0,0.0,0.0,0.0
15,15,15,1232,1000758,1,1.0,309,307943,5050127,2,3,4620887.03,54,2,1,1,1,700,1,307943,5050127,309,4620887.03,322239,5031866,521,4620850.04,26.19,23.1,T,T,T,AC,1.0,2.0,2.0,TR,570.0,0.0,,1.0,1.0,,1.0,,1.0,,10.0,71.0,-1.0,0,2,0,23191.372037893747,28487.9,21384.1
16,16,16,1233,1000758,1,1.0,309,307943,5050127,2,3,4620887.03,54,2,1,1,1,1630,3,322239,5031866,521,4620850.04,307943,5050127,309,4620887.03,26.19,23.1,,,,AC,1.0,2.0,2.0,TR,570.0,0.0,,1.0,1.0,,1.0,,1.0,,10.0,71.0,-1.0,0,2,0,23191.372037893747,28488.7,21384.1
17,17,17,1234,1000758,2,1.0,309,307943,5050127,2,3,4620887.03,54,1,1,1,1,730,1,307943,5050127,309,4620887.03,300844,5040302,102,4620055.02,26.19,36.09,,T,T,AUTRES,1.0,2.0,2.0,TR,600.0,0.0,,1.0,1.0,,1.0,,1.0,,10.0,71.0,-1.0,0,2,0,12121.321132615867,14411.0,10438.9
18,18,18,1235,1000758,2,1.0,309,307943,5050127,2,3,4620887.03,54,1,1,1,1,1730,3,300844,5040302,102,4620055.02,307943,5050127,309,4620887.03,26.19,36.09,,,,AUTRES,1.0,2.0,2.0,TR,600.0,0.0,,1.0,1.0,,1.0,,1.0,,10.0,71.0,-1.0,0,2,0,12121.321132615867,14411.0,10438.9
19,19,19,1309,1000797,1,1.0,309,312451,5048896,2,2,4620888.01,48,2,1,1,1,745,6,312451,5048896,309,4620888.01,312261,5047296,309,4620887.07,33.04,44.84,T,T,T,AC,1.0,3.0,3.0,TR,585.0,0.0,,1.0,,1.0,1.0,,1.0,,18.0,51.0,-1.0,0,2,0,1611.241757155021,2321.9,1772.9
20,20,20,1310,1000797,1,1.0,309,312451,5048896,2,2,4620888.01,48,2,1,1,1,850,1,312261,5047296,309,4620887.07,305159,5043920,302,4620878.0,33.04,44.84,,,,AC,1.0,3.0,3.0,TR,585.0,0.0,,1.0,,1.0,1.0,,1.0,,18.0,51.0,-1.0,0,2,0,7863.57297925059,9142.8,6910.2
21,21,21,1311,1000797,1,1.0,309,312451,5048896,2,2,4620888.01,48,2,1,1,1,1730,3,305159,5043920,302,4620878.0,312451,5048896,309,4620888.01,33.04,44.84,,,,AC,1.0,3.0,3.0,TR,585.0,0.0,,1.0,,1.0,1.0,,1.0,,18.0,51.0,-1.0,0,2,0,8828.014499308438,10312.4,7808.7
22,22,22,1312,1000797,2,1.0,309,312451,5048896,2,2,4620888.01,61,1,1,1,1,1000,1,312451,5048896,309,4620888.01,282108,5047228,403,4620651.02,33.04,38.21,,T,T,AC,1.0,2.0,2.0,TR,510.0,0.0,,1.0,1.0,,1.0,,1.0,,18.0,51.0,-1.0,0,2,0,30388.81164178685,39711.9,30563.0
23,23,23,1313,1000797,2,1.0,309,312451,5048896,2,2,4620888.01,61,1,1,1,1,1830,3,282108,5047228,403,4620651.02,312451,5048896,309,4620888.01,33.04,38.21,,,,AC,1.0,2.0,2.0,TR,510.0,0.0,,1.0,1.0,,1.0,,1.0,,18.0,51.0,-1.0,0,2,0,30388.81164178685,39710.6,30565.0
24,24,24,2015,1001235,1,,309,308566,5049830,1,0,4620887.04,77,2,2,4,2,0,7,0,0,0,,0,0,0,,31.71,32.74,T,T,,,,,,,,,,,,,,,,,20.0,71.0,-1.0,0,0,1,0.0,0.0,0.0
25,25,25,2714,1001660,1,1.0,309,309414,5050830,2,2,4620888.02,45,1,1,1,1,700,1,309414,5050830,309,4620888.02,303291,5041906,301,4620883.0,33.04,38.1,T,T,T,AC,1.0,2.0,2.0,TR,570.0,0.0,,1.0,1.0,,1.0,,1.0,,53.0,80.0,-1.0,0,2,0,10822.610821793418,12682.7,9668.2
26,26,26,2715,1001660,1,1.0,309,309414,5050830,2,2,4620888.02,45,1,1,1,1,1630,3,303291,5041906,301,4620883.0,309414,5050830,309,4620888.02,33.04,38.1,,,,AC,1.0,2.0,2.0,TR,570.0,0.0,,1.0,1.0,,1.0,,1.0,,53.0,80.0,-1.0,0,2,0,10822.610821793418,12682.7,9668.2
27,27,27,2716,1001660,2,1.0,309,309414,5050830,2,2,4620888.02,50,2,1,1,1,630,1,309414,5050830,309,4620888.02,299673,5041660,101,4620059.0,33.04,29.14,,T,T,AC,1.0,2.0,2.0,TR,630.0,0.0,,1.0,1.0,,1.0,,1.0,,53.0,80.0,-1.0,0,2,0,13378.190497970942,17079.9,12593.9
28,28,28,2717,1001660,2,1.0,309,309414,5050830,2,2,4620888.02,50,2,1,1,1,1700,3,299673,5041660,101,4620059.0,309414,5050830,309,4620888.02,33.04,29.14,,,,AC,1.0,2.0,2.0,TR,630.0,0.0,,1.0,1.0,,1.0,,1.0,,53.0,80.0,-1.0,0,2,0,13378.190497970942,17079.9,12593.9
29,29,29,2856,1001743,1,1.0,309,309255,5048594,2,2,4620887.05,68,1,1,2,1,950,6,309255,5048594,309,4620887.05,309192,5046068,302,4620876.05,23.31,22.83,T,T,T,AC,2.0,4.0,3.0,RC,730.0,0.0,,1.0,,1.0,,1.0,1.0,,42.0,79.0,-1.0,0,2,1,2526.785507319527,3361.5,2516.0
30,30,30,2857,1001743,1,1.0,309,309255,5048594,2,2,4620887.05,68,1,1,2,1,1000,4,309192,5046068,302,4620876.05,0,0,999,,23.31,22.83,,,,AC,2.0,4.0,3.0,RC,730.0,0.0,,1.0,,1.0,,1.0,1.0,,42.0,79.0,-1.0,0,2,1,5055531.817078002,93506.9,69060.2
31,31,31,2858,1001743,1,1.0,309,309255,5048594,2,2,4620887.05,68,1,1,2,1,1700,6,0,0,999,,309192,5046068,302,4620876.05,23.31,22.83,,,,AC,2.0,4.0,3.0,RC,730.0,0.0,,1.0,,1.0,,1.0,1.0,,42.0,79.0,-1.0,0,2,1,5055531.817078002,93506.9,69062.2
32,32,32,2859,1001743,1,1.0,309,309255,5048594,2,2,4620887.05,68,1,1,2,1,2200,3,309192,5046068,302,4620876.05,309255,5048594,309,4620887.05,23.31,22.83,,,,AC,2.0,4.0,3.0,RC,730.0,0.0,,1.0,,1.0,,1.0,1.0,,42.0,79.0,-1.0,0,2,1,2526.785507319527,3361.5,2516.0
33,33,33,2860,1001743,2,,309,309255,5048594,2,2,4620887.05,66,2,1,4,2,0,7,0,0,0,,0,0,0,,23.31,19.29,,T,,,,,,,,,,,,,,,,,42.0,79.0,-1.0,0,2,1,0.0,0.0,0.0
34,34,34,2861,1001744,1,1.0,309,308491,5048984,2,1,4620887.03,39,2,1,1,1,500,3,0,0,999,,308491,5048984,309,4620887.03,26.97,29.05,T,T,T,AC,0.0,1.0,2.0,IND,0.0,1.0,,1.0,,,,,,,30.0,77.0,-1.0,1,1,0,5058399.562048949,96520.6,71336.5
35,35,35,2862,1001744,1,2.0,309,308491,5048984,2,1,4620887.03,39,2,1,1,1,1030,4,308491,5048984,309,4620887.03,308837,5047882,309,4620887.07,26.97,29.05,,,T,AC,1.0,2.0,2.0,LS,100.0,0.0,,1.0,1.0,,1.0,,,1.0,30.0,77.0,-1.0,1,1,0,1155.0411248089827,2110.5,1580.7
36,36,36,2863,1001744,1,2.0,309,308491,5048984,2,1,4620887.03,39,2,1,1,1,1210,3,308837,5047882,309,4620887.07,308491,5048984,309,4620887.03,26.97,29.05,,,,AC,1.0,2.0,2.0,LS,100.0,0.0,,1.0,1.0,,1.0,,,1.0,30.0,77.0,-1.0,1,1,0,1155.0411248089827,2110.5,1580.7
37,37,37,2864,1001744,1,3.0,309,308491,5048984,2,1,4620887.03,39,2,1,1,1,1500,5,308491,5048984,309,4620887.03,308682,5052602,309,4620889.01,26.97,29.05,,,T,AC,1.0,3.0,3.0,MA,80.0,0.0,,1.0,,1.0,1.0,,,1.0,30.0,77.0,-1.0,1,1,0,3623.038089780454,4121.4,2998.0
38,38,38,2865,1001744,1,3.0,309,308491,5048984,2,1,4620887.03,39,2,1,1,1,1600,5,308682,5052602,309,4620889.01,309215,5052704,309,4620889.01,26.97,29.05,,,,AC,1.0,3.0,3.0,MA,80.0,0.0,,1.0,,1.0,1.0,,,1.0,30.0,77.0,-1.0,1,1,0,542.6720925199674,762.1,547.0
39,39,39,2866,1001744,1,3.0,309,308491,5048984,2,1,4620887.03,39,2,1,1,1,1620,3,309215,5052704,309,4620889.01,308491,5048984,309,4620887.03,26.97,29.05,,,,AC,1.0,3.0,3.0,MA,80.0,0.0,,1.0,,1.0,1.0,,,1.0,30.0,77.0,-1.0,1,1,0,3789.7989392578597,4563.6,3309.7
40,40,40,2867,1001744,1,4.0,309,308491,5048984,2,1,4620887.03,39,2,1,1,1,1815,4,308491,5048984,309,4620887.03,308209,5052503,309,4620889.01,26.97,29.05,,,T,AC,1.0,2.0,2.0,LS,140.0,0.0,,1.0,1.0,,1.0,,,1.0,30.0,77.0,-1.0,1,1,0,3530.2811502768445,4003.8,2904.9
41,41,41,2868,1001744,1,4.0,309,308491,5048984,2,1,4620887.03,39,2,1,1,1,2035,3,308209,5052503,309,4620889.01,308491,5048984,309,4620887.03,26.97,29.05,,,,AC,1.0,2.0,2.0,LS,140.0,0.0,,1.0,1.0,,1.0,,,1.0,30.0,77.0,-1.0,1,1,0,3530.2811502768445,4003.8,2904.9
42,42,42,2869,1001744,2,1.0,309,308491,5048984,2,1,4620887.03,10,2,5,3,1,500,3,0,0,999,,308491,5048984,309,4620887.03,26.97,25.94,,T,T,AP,0.0,1.0,2.0,IND,0.0,1.0,,1.0,,,,,,,30.0,77.0,-1.0,1,1,0,5058399.562048949,96520.6,71336.5
43,43,43,2870,1001744,2,2.0,309,308491,5048984,2,1,4620887.03,10,2,5,3,1,800,2,308491,5048984,309,4620887.03,308451,5049819,309,4620887.03,26.97,25.94,,,T,MARCHE,1.0,3.0,3.0,ET,500.0,0.0,,1.0,,1.0,1.0,,1.0,,30.0,77.0,-1.0,1,1,0,835.9575348066431,1123.7,825.4
44,44,44,2871,1001744,2,2.0,309,308491,5048984,2,1,4620887.03,10,2,5,3,1,1545,4,308451,5049819,309,4620887.03,310867,5050845,309,4620888.03,26.97,25.94,,,,MARCHE,1.0,3.0,3.0,ET,500.0,0.0,,1.0,,1.0,1.0,,1.0,,30.0,77.0,-1.0,1,1,0,2624.829899250616,3509.7,2587.1
45,45,45,2872,1001744,2,2.0,309,308491,5048984,2,1,4620887.03,10,2,5,3,1,1620,3,310867,5050845,309,4620888.03,308491,5048984,309,4620887.03,26.97,25.94,,,,MARCHE,1.0,3.0,3.0,ET,500.0,0.0,,1.0,,1.0,1.0,,1.0,,30.0,77.0,-1.0,1,1,0,3018.061795258672,3688.3,2718.0
46,46,46,2873,1001744,2,3.0,309,308491,5048984,2,1,4620887.03,10,2,5,3,1,1815,4,308491,5048984,309,4620887.03,308209,5052503,309,4620889.01,26.97,25.94,,,T,AP,1.0,2.0,2.0,LS,140.0,0.0,,1.0,1.0,,1.0,,,1.0,30.0,77.0,-1.0,1,1,0,3530.2811502768445,4003.8,2904.9
47,47,47,2874,1001744,2,3.0,309,308491,5048984,2,1,4620887.03,10,2,5,3,1,2035,3,308209,5052503,309,4620889.01,308491,5048984,309,4620887.03,26.97,25.94,,,,AP,1.0,2.0,2.0,LS,140.0,0.0,,1.0,1.0,,1.0,,,1.0,30.0,77.0,-1.0,1,1,0,3530.2811502768445,4003.8,2904.9
48,48,48,2994,1001825,1,1.0,309,308344,5052138,2,2,4620889.01,53,2,1,1,1,700,1,308344,5052138,309,4620889.01,290682,5043836,108,4620283.01,18.52,16.33,T,T,T,AC,1.0,2.0,2.0,TR,480.0,0.0,,1.0,1.0,,1.0,,1.0,,56.0,87.0,-1.0,0,2,0,19515.876818631543,26615.6,20045.2
49,49,49,2995,1001825,1,1.0,309,308344,5052138,2,2,4620889.01,53,2,1,1,1,1500,3,290682,5043836,108,4620283.01,308344,5052138,309,4620889.01,18.52,16.33,,,,AC,1.0,2.0,2.0,TR,480.0,0.0,,1.0,1.0,,1.0,,1.0,,56.0,87.0,-1.0,0,2,0,19515.876818631543,26615.6,20047.2
50,50,50,2996,1001825,1,2.0,309,308344,5052138,2,2,4620889.01,53,2,1,1,1,1900,1,308344,5052138,309,4620889.01,290682,5043836,108,4620283.01,18.52,16.33,,,T,AC,1.0,2.0,2.0,TR,60.0,0.0,,1.0,1.0,,1.0,,1.0,,56.0,87.0,-1.0,0,2,0,19515.876818631543,26615.6,20045.2
51,51,51,2997,1001825,1,2.0,309,308344,5052138,2,2,4620889.01,53,2,1,1,1,2000,3,290682,5043836,108,4620283.01,308344,5052138,309,4620889.01,18.52,16.33,,,,AC,1.0,2.0,2.0,TR,60.0,0.0,,1.0,1.0,,1.0,,1.0,,56.0,87.0,-1.0,0,2,0,19515.876818631543,26615.6,20047.2
52,52,52,2998,1001825,2,,309,308344,5052138,2,2,4620889.01,56,1,1,1,2,0,7,0,0,0,,0,0,0,,18.52,14.43,,T,,,,,,,,,,,,,,,,,56.0,87.0,-1.0,0,2,0,0.0,0.0,0.0
53,53,53,3603,1002158,1,1.0,309,309779,5051980,5,2,4620888.01,38,2,1,1,1,750,6,309779,5051980,309,4620888.01,309030,5053430,309,4620889.02,25.29,27.24,T,T,T,AC,1.0,2.0,2.0,RC,11.0,0.0,,1.0,1.0,,1.0,,1.0,,20.0,72.0,-1.0,3,2,0,1632.0235905157745,2318.3,1698.4
54,54,54,3604,1002158,1,1.0,309,309779,5051980,5,2,4620888.01,38,2,1,1,1,801,3,309030,5053430,309,4620889.02,309779,5051980,309,4620888.01,25.29,27.24,,,,AC,1.0,2.0,2.0,RC,11.0,0.0,,1.0,1.0,,1.0,,1.0,,20.0,72.0,-1.0,3,2,0,1632.0235905157745,2318.3,1700.4
55,55,55,3605,1002158,1,2.0,309,309779,5051980,5,2,4620888.01,38,2,1,1,1,1800,4,309779,5051980,309,4620888.01,310349,5049867,309,4620888.03,25.29,27.24,,,T,VELO,1.0,2.0,2.0,LS,45.0,0.0,,1.0,1.0,,1.0,,,1.0,20.0,72.0,-1.0,3,2,0,2188.5312426373994,2713.7,1978.8
56,56,56,3606,1002158,1,2.0,309,309779,5051980,5,2,4620888.01,38,2,1,1,1,1845,3,310349,5049867,309,4620888.03,309779,5051980,309,4620888.01,25.29,27.24,,,,VELO,1.0,2.0,2.0,LS,45.0,0.0,,1.0,1.0,,1.0,,,1.0,20.0,72.0,-1.0,3,2,0,2188.5312426373994,2713.7,1978.8
57,57,57,3607,1002158,2,1.0,309,309779,5051980,5,2,4620888.01,40,1,1,1,1,800,1,309779,5051980,309,4620888.01,299909,5040929,101,4620056.0,25.29,19.94,,T,T,AC,0.0,2.0,3.0,TR,180.0,0.0,1.0,,,,,,,,20.0,72.0,-1.0,3,2,0,14816.932914743185,17498.0,12788.8
58,58,58,3608,1002158,2,1.0,309,309779,5051980,5,2,4620888.01,40,1,1,1,1,1100,6,299909,5040929,101,4620056.0,285168,5035374,130,4620433.0,25.29,19.94,,,,AC,0.0,2.0,3.0,TR,180.0,0.0,1.0,,,,,,,,20.0,72.0,-1.0,3,2,0,15752.939598690778,19409.2,14572.0
59,59,59,3609,1002158,3,1.0,309,309779,5051980,5,2,4620888.01,9,1,5,3,1,750,2,309779,5051980,309,4620888.01,309030,5053430,309,4620889.02,25.29,23.47,,T,T,AP,1.0,2.0,2.0,ET,415.0,0.0,,1.0,1.0,,1.0,,1.0,,20.0,72.0,-1.0,3,2,0,1632.0235905157745,2318.3,1698.4
60,60,60,3610,1002158,3,1.0,309,309779,5051980,5,2,4620888.01,9,1,5,3,1,1445,3,309030,5053430,309,4620889.02,309779,5051980,309,4620888.01,25.29,23.47,,,,BS,1.0,2.0,2.0,ET,415.0,0.0,,1.0,1.0,,1.0,,1.0,,20.0,72.0,-1.0,3,2,0,1632.0235905157745,2318.3,1700.4
61,61,61,3611,1002158,3,2.0,309,309779,5051980,5,2,4620888.01,9,1,5,3,1,1800,4,309779,5051980,309,4620888.01,310349,5049867,309,4620888.03,25.29,23.47,,,T,VELO,1.0,2.0,2.0,LS,45.0,0.0,,1.0,1.0,,1.0,,,1.0,20.0,72.0,-1.0,3,2,0,2188.5312426373994,2713.7,1978.8
62,62,62,3612,1002158,3,2.0,309,309779,5051980,5,2,4620888.01,9,1,5,3,1,1845,3,310349,5049867,309,4620888.03,309779,5051980,309,4620888.01,25.29,23.47,,,,VELO,1.0,2.0,2.0,LS,45.0,0.0,,1.0,1.0,,1.0,,,1.0,20.0,72.0,-1.0,3,2,0,2188.5312426373994,2713.7,1978.8
63,63,63,3613,1002158,4,1.0,309,309779,5051980,5,2,4620888.01,6,2,5,3,1,750,2,309779,5051980,309,4620888.01,309030,5053430,309,4620889.02,25.29,25.15,,T,T,AP,1.0,2.0,2.0,ET,415.0,0.0,,1.0,1.0,,1.0,,1.0,,20.0,72.0,-1.0,3,2,0,1632.0235905157745,2318.3,1698.4
64,64,64,3614,1002158,4,1.0,309,309779,5051980,5,2,4620888.01,6,2,5,3,1,1445,3,309030,5053430,309,4620889.02,309779,5051980,309,4620888.01,25.29,25.15,,,,BS,1.0,2.0,2.0,ET,415.0,0.0,,1.0,1.0,,1.0,,1.0,,20.0,72.0,-1.0,3,2,0,1632.0235905157745,2318.3,1700.4
65,65,65,3615,1002158,4,2.0,309,309779,5051980,5,2,4620888.01,6,2,5,3,1,1800,4,309779,5051980,309,4620888.01,310349,5049867,309,4620888.03,25.29,25.15,,,T,VELO,1.0,2.0,2.0,LS,45.0,0.0,,1.0,1.0,,1.0,,,1.0,20.0,72.0,-1.0,3,2,0,2188.5312426373994,2713.7,1978.8
66,66,66,3616,1002158,4,2.0,309,309779,5051980,5,2,4620888.01,6,2,5,3,1,1845,3,310349,5049867,309,4620888.03,309779,5051980,309,4620888.01,25.29,25.15,,,,VELO,1.0,2.0,2.0,LS,45.0,0.0,,1.0,1.0,,1.0,,,1.0,20.0,72.0,-1.0,3,2,0,2188.5312426373994,2713.7,1978.8
67,67,67,3617,1002158,5,1.0,309,309779,5051980,5,2,4620888.01,6,2,5,3,1,750,2,309779,5051980,309,4620888.01,309030,5053430,309,4620889.02,25.29,25.15,,T,T,AP,1.0,2.0,2.0,ET,415.0,0.0,,1.0,1.0,,1.0,,1.0,,20.0,72.0,-1.0,3,2,0,1632.0235905157745,2318.3,1698.4
68,68,68,3618,1002158,5,1.0,309,309779,5051980,5,2,4620888.01,6,2,5,3,1,1445,3,309030,5053430,309,4620889.02,309779,5051980,309,4620888.01,25.29,25.15,,,,BS,1.0,2.0,2.0,ET,415.0,0.0,,1.0,1.0,,1.0,,1.0,,20.0,72.0,-1.0,3,2,0,1632.0235905157745,2318.3,1700.4
69,69,69,3619,1002158,5,2.0,309,309779,5051980,5,2,4620888.01,6,2,5,3,1,1800,4,309779,5051980,309,4620888.01,310349,5049867,309,4620888.03,25.29,25.15,,,T,VELO,1.0,2.0,2.0,LS,45.0,0.0,,1.0,1.0,,1.0,,,1.0,20.0,72.0,-1.0,3,2,0,2188.5312426373994,2713.7,1978.8
70,70,70,3620,1002158,5,2.0,309,309779,5051980,5,2,4620888.01,6,2,5,3,1,1845,3,310349,5049867,309,4620888.03,309779,5051980,309,4620888.01,25.29,25.15,,,,VELO,1.0,2.0,2.0,LS,45.0,0.0,,1.0,1.0,,1.0,,,1.0,20.0,72.0,-1.0,3,2,0,2188.5312426373994,2713.7,1978.8
71,71,71,4591,1002696,1,,309,309008,5054946,3,3,4620889.03,66,2,1,5,2,0,7,0,0,0,,0,0,0,,29.87,24.72,T,T,,,,,,,,,,,,,,,,,0.0,58.0,-1.0,0,3,0,0.0,0.0,0.0
72,72,72,4592,1002696,2,1.0,309,309008,5054946,3,3,4620889.03,26,1,1,1,1,1400,1,309008,5054946,309,4620889.03,279544,5035736,131,4620453.02,29.87,51.71,,T,T,AC,1.0,3.0,3.0,TR,740.0,0.0,,1.0,,1.0,1.0,,1.0,,0.0,58.0,-1.0,0,3,0,35173.163008179974,43737.7,32341.4
73,73,73,4593,1002696,2,1.0,309,309008,5054946,3,3,4620889.03,26,1,1,1,1,2400,4,279544,5035736,131,4620453.02,308877,5047972,309,4620887.07,29.87,51.71,,,,AC,1.0,3.0,3.0,TR,740.0,0.0,,1.0,,1.0,1.0,,1.0,,0.0,58.0,-1.0,0,3,0,31782.771826887598,38350.7,29022.4
74,74,74,4594,1002696,2,1.0,309,309008,5054946,3,3,4620889.03,26,1,1,1,1,2620,3,308877,5047972,309,4620887.07,309008,5054946,309,4620889.03,29.87,51.71,,,,AC,1.0,3.0,3.0,TR,740.0,0.0,,1.0,,1.0,1.0,,1.0,,0.0,58.0,-1.0,0,3,0,6975.23024709579,8334.8,6044.7
75,75,75,4595,1002696,3,,309,309008,5054946,3,3,4620889.03,31,1,1,1,2,0,7,0,0,0,,0,0,0,,29.87,29.3,,T,,,,,,,,,,,,,,,,,0.0,58.0,-1.0,0,3,0,0.0,0.0,0.0
76,76,76,5153,1002992,1,1.0,309,309469,5051446,2,1,4620888.02,70,2,1,4,1,955,5,309469,5051446,309,4620888.02,309979,5050118,309,4620888.03,19.02,19.64,T,T,T,AC,1.0,3.0,3.0,LS,155.0,0.0,,1.0,,1.0,1.0,,,1.0,45.0,79.0,-1.0,0,2,2,1422.562476659637,2056.4,1488.3
77,77,77,5154,1002992,1,1.0,309,309469,5051446,2,1,4620888.02,70,2,1,4,1,1030,4,309979,5050118,309,4620888.03,308610,5051565,309,4620889.01,19.02,19.64,,,,AC,1.0,3.0,3.0,LS,155.0,0.0,,1.0,,1.0,1.0,,,1.0,45.0,79.0,-1.0,0,2,2,1991.9764054827558,2260.7,1641.3
78,78,78,5155,1002992,1,1.0,309,309469,5051446,2,1,4620888.02,70,2,1,4,1,1230,3,308610,5051565,309,4620889.01,309469,5051446,309,4620888.02,19.02,19.64,,,,AC,1.0,3.0,3.0,LS,155.0,0.0,,1.0,,1.0,1.0,,,1.0,45.0,79.0,-1.0,0,2,2,867.2035516532436,1386.1,1004.7
