,ipere,feuillet,rang,ch_id,sdomi100,xdomi,ydomi,perslogi,autologi,srdomi,age,genre,permis,p_statut,p_mobil,hrede,motif,xorig,yorig,sorig100,srorig,xdest,ydest,sdest100,srdest,faclog,facper,f_menage,f_pers,f_chaine,mode,nb_bo,nb_depl,nb_lieux,ch_motif,ch_duree,ch_type_ind,ch_type_ouv,ch_type_fer,ch_type_simp,ch_type_comp,ch_mono_bo,ch_multi_bo,ch_contraint,ch_n_contraint,children,drivers,retired,walkscore,bikescore,transitscore
0,184,1000109,1,1.0,118,294992,5051544,2,1,4620611.02,59,2,2,4,1,1000,5,294992,5051544,118,4620611.02,295977,5052119,118,4620610.01,16.02,13.41,T,T,T,MARCHE,1.0,2.0,2.0,MA,30.0,0.0,,1.0,1.0,,1.0,,,1.0,0,1,2,64.0,62.0,
1,185,1000109,1,1.0,118,294992,5051544,2,1,4620611.02,59,2,2,4,1,1030,3,295977,5052119,118,4620610.01,294992,5051544,118,4620611.02,16.02,13.41,,,,MARCHE,1.0,2.0,2.0,MA,30.0,0.0,,1.0,1.0,,1.0,,,1.0,0,1,2,64.0,62.0,
2,186,1000109,1,2.0,118,294992,5051544,2,1,4620611.02,59,2,2,4,1,1300,4,294992,5051544,118,4620611.02,293171,5050127,118,4620619.0,16.02,13.41,,,T,TC,1.0,2.0,2.0,LS,30.0,0.0,,1.0,1.0,,1.0,,,1.0,0,1,2,64.0,62.0,
3,187,1000109,1,2.0,118,294992,5051544,2,1,4620611.02,59,2,2,4,1,1330,3,293171,5050127,118,4620619.0,294992,5051544,118,4620611.02,16.02,13.41,,,,TC,1.0,2.0,2.0,LS,30.0,0.0,,1.0,1.0,,1.0,,,1.0,0,1,2,64.0,62.0,
4,188,1000109,2,,118,294992,5051544,2,1,4620611.02,63,1,1,4,2,0,7,0,0,0,,0,0,0,,16.02,15.48,,T,,,,,,,,,,,,,,,,,0,1,2,64.0,62.0,
5,227,1000126,1,,118,295350,5054231,1,0,4620610.03,77,1,1,4,2,0,7,0,0,0,,0,0,0,,23.8,24.61,T,T,,,,,,,,,,,,,,,,,0,1,1,28.0,60.0,
6,507,1000296,1,,118,294181,5049266,2,1,4620613.0,53,2,2,1,2,0,7,0,0,0,,0,0,0,,27.25,26.49,T,T,,,,,,,,,,,,,,,,,0,1,0,62.0,62.0,
7,508,1000296,2,1.0,118,294181,5049266,2,1,4620613.0,48,1,1,1,1,2230,1,294181,5049266,118,4620613.0,294513,5049521,118,4620613.0,27.25,27.62,,T,T,AC,0.0,1.0,2.0,IND,0.0,0.0,1.0,,,,,,,,0,1,0,62.0,62.0,
8,977,1000594,1,1.0,118,293503,5049918,2,1,4620615.0,64,2,1,4,1,1530,5,293503,5049918,118,4620615.0,293652,5049686,118,4620614.0,17.24,16.53,T,T,T,MARCHE,1.0,2.0,2.0,MA,5.0,0.0,,1.0,1.0,,1.0,,,1.0,0,2,1,51.0,71.0,
9,978,1000594,1,1.0,118,293503,5049918,2,1,4620615.0,64,2,1,4,1,1535,3,293652,5049686,118,4620614.0,293503,5049918,118,4620615.0,17.24,16.53,,,,MARCHE,1.0,2.0,2.0,MA,5.0,0.0,,1.0,1.0,,1.0,,,1.0,0,2,1,51.0,71.0,
10,979,1000594,2,1.0,118,293503,5049918,2,1,4620615.0,59,1,1,1,1,615,1,293503,5049918,118,4620615.0,287462,5040078,119,4620415.05,17.24,17.66,,T,T,AC,1.0,2.0,2.0,TR,615.0,0.0,,1.0,1.0,,1.0,,1.0,,0,2,1,51.0,71.0,
11,980,1000594,2,1.0,118,293503,5049918,2,1,4620615.0,59,1,1,1,1,1630,3,287462,5040078,119,4620415.05,293503,5049918,118,4620615.0,17.24,17.66,,,,AC,1.0,2.0,2.0,TR,615.0,0.0,,1.0,1.0,,1.0,,1.0,,0,2,1,51.0,71.0,
12,1482,1000951,1,,118,294610,5050031,1,1,4620612.0,66,2,1,4,2,0,7,0,0,0,,0,0,0,,23.8,19.77,T,T,,,,,,,,,,,,,,,,,0,1,1,56.0,53.0,
13,1628,1001053,1,1.0,118,295054,5050871,2,1,4620611.01,70,2,1,4,1,1415,5,295054,5050871,118,4620611.01,294513,5049521,118,4620613.0,18.44,18.47,T,T,T,AP,1.0,2.0,2.0,MA,60.0,0.0,,1.0,1.0,,1.0,,,1.0,0,2,2,60.0,53.0,
14,1629,1001053,1,1.0,118,295054,5050871,2,1,4620611.01,70,2,1,4,1,1515,3,294513,5049521,118,4620613.0,295054,5050871,118,4620611.01,18.44,18.47,,,,AP,1.0,2.0,2.0,MA,60.0,0.0,,1.0,1.0,,1.0,,,1.0,0,2,2,60.0,53.0,
15,1630,1001053,2,1.0,118,295054,5050871,2,1,4620611.01,72,1,1,4,1,1415,5,295054,5050871,118,4620611.01,294513,5049521,118,4620613.0,18.44,19.06,,T,T,AC,1.0,2.0,2.0,MA,60.0,0.0,,1.0,1.0,,1.0,,,1.0,0,2,2,60.0,53.0,
16,1631,1001053,2,1.0,118,295054,5050871,2,1,4620611.01,72,1,1,4,1,1515,3,294513,5049521,118,4620613.0,295054,5050871,118,4620611.01,18.44,19.06,,,,AC,1.0,2.0,2.0,MA,60.0,0.0,,1.0,1.0,,1.0,,,1.0,0,2,2,60.0,53.0,
17,2878,1001758,1,,118,293409,5050601,2,1,4620619.0,38,2,1,7,2,0,7,0,0,0,,0,0,0,,24.33,29.0,T,T,,,,,,,,,,,,,,,,,0,2,0,48.0,71.0,
18,2879,1001758,2,1.0,118,293409,5050601,2,1,4620619.0,44,1,1,1,1,700,6,293409,5050601,118,4620619.0,293409,5050601,118,4620619.0,24.33,23.68,,T,T,TX,0.0,1.0,2.0,IND,0.0,0.0,1.0,,,,,,,,0,2,0,48.0,71.0,
19,3822,1002293,1,,118,296208,5052592,1,0,4620610.01,75,2,1,4,2,0,7,0,0,0,,0,0,0,,23.8,23.84,T,T,,,,,,,,,,,,,,,,,0,1,1,57.0,53.0,
20,4084,1002430,1,1.0,118,294198,5050472,5,0,4620616.0,42,1,2,5,1,745,6,294198,5050472,118,4620616.0,294449,5050539,118,4620616.0,24.69,24.03,T,T,T,MARCHE,1.0,2.0,2.0,RC,15.0,0.0,,1.0,1.0,,1.0,,1.0,,3,0,0,66.0,54.0,
21,4085,1002430,1,1.0,118,294198,5050472,5,0,4620616.0,42,1,2,5,1,800,3,294449,5050539,118,4620616.0,294198,5050472,118,4620616.0,24.69,24.03,,,,MARCHE,1.0,2.0,2.0,RC,15.0,0.0,,1.0,1.0,,1.0,,1.0,,3,0,0,66.0,54.0,
22,4086,1002430,1,2.0,118,294198,5050472,5,0,4620616.0,42,1,2,5,1,1130,6,294198,5050472,118,4620616.0,294449,5050539,118,4620616.0,24.69,24.03,,,T,MARCHE,1.0,2.0,2.0,RC,5.0,0.0,,1.0,1.0,,1.0,,1.0,,3,0,0,66.0,54.0,
23,4087,1002430,1,2.0,118,294198,5050472,5,0,4620616.0,42,1,2,5,1,1135,3,294449,5050539,118,4620616.0,294198,5050472,118,4620616.0,24.69,24.03,,,,MARCHE,1.0,2.0,2.0,RC,5.0,0.0,,1.0,1.0,,1.0,,1.0,,3,0,0,66.0,54.0,
24,4088,1002430,1,3.0,118,294198,5050472,5,0,4620616.0,42,1,2,5,1,1230,6,294198,5050472,118,4620616.0,294449,5050539,118,4620616.0,24.69,24.03,,,T,MARCHE,1.0,2.0,2.0,RC,5.0,0.0,,1.0,1.0,,1.0,,1.0,,3,0,0,66.0,54.0,
25,4089,1002430,1,3.0,118,294198,5050472,5,0,4620616.0,42,1,2,5,1,1235,3,294449,5050539,118,4620616.0,294198,5050472,118,4620616.0,24.69,24.03,,,,MARCHE,1.0,2.0,2.0,RC,5.0,0.0,,1.0,1.0,,1.0,,1.0,,3,0,0,66.0,54.0,
26,4090,1002430,1,4.0,118,294198,5050472,5,0,4620616.0,42,1,2,5,1,1500,6,294198,5050472,118,4620616.0,294449,5050539,118,4620616.0,24.69,24.03,,,T,MARCHE,1.0,2.0,2.0,RC,15.0,0.0,,1.0,1.0,,1.0,,1.0,,3,0,0,66.0,54.0,
27,4091,1002430,1,4.0,118,294198,5050472,5,0,4620616.0,42,1,2,5,1,1515,3,294449,5050539,118,4620616.0,294198,5050472,118,4620616.0,24.69,24.03,,,,MARCHE,1.0,2.0,2.0,RC,15.0,0.0,,1.0,1.0,,1.0,,1.0,,3,0,0,66.0,54.0,
28,4092,1002430,2,1.0,118,294198,5050472,5,0,4620616.0,36,2,2,5,1,745,6,294198,5050472,118,4620616.0,294449,5050539,118,4620616.0,24.69,29.43,,T,T,MARCHE,1.0,2.0,2.0,RC,15.0,0.0,,1.0,1.0,,1.0,,1.0,,3,0,0,66.0,54.0,
29,4093,1002430,2,1.0,118,294198,5050472,5,0,4620616.0,36,2,2,5,1,800,3,294449,5050539,118,4620616.0,294198,5050472,118,4620616.0,24.69,29.43,,,,MARCHE,1.0,2.0,2.0,RC,15.0,0.0,,1.0,1.0,,1.0,,1.0,,3,0,0,66.0,54.0,
30,4094,1002430,2,2.0,118,294198,5050472,5,0,4620616.0,36,2,2,5,1,1130,6,294198,5050472,118,4620616.0,294449,5050539,118,4620616.0,24.69,29.43,,,T,MARCHE,1.0,2.0,2.0,RC,5.0,0.0,,1.0,1.0,,1.0,,1.0,,3,0,0,66.0,54.0,
31,4095,1002430,2,2.0,118,294198,5050472,5,0,4620616.0,36,2,2,5,1,1135,3,294449,5050539,118,4620616.0,294198,5050472,118,4620616.0,24.69,29.43,,,,MARCHE,1.0,2.0,2.0,RC,5.0,0.0,,1.0,1.0,,1.0,,1.0,,3,0,0,66.0,54.0,
32,4096,1002430,2,3.0,118,294198,5050472,5,0,4620616.0,36,2,2,5,1,1230,6,294198,5050472,118,4620616.0,294449,5050539,118,4620616.0,24.69,29.43,,,T,MARCHE,1.0,2.0,2.0,RC,5.0,0.0,,1.0,1.0,,1.0,,1.0,,3,0,0,66.0,54.0,
33,4097,1002430,2,3.0,118,294198,5050472,5,0,4620616.0,36,2,2,5,1,1235,3,294449,5050539,118,4620616.0,294198,5050472,118,4620616.0,24.69,29.43,,,,MARCHE,1.0,2.0,2.0,RC,5.0,0.0,,1.0,1.0,,1.0,,1.0,,3,0,0,66.0,54.0,
34,4098,1002430,2,4.0,118,294198,5050472,5,0,4620616.0,36,2,2,5,1,1500,6,294198,5050472,118,4620616.0,294449,5050539,118,4620616.0,24.69,29.43,,,T,MARCHE,1.0,2.0,2.0,RC,15.0,0.0,,1.0,1.0,,1.0,,1.0,,3,0,0,66.0,54.0,
35,4099,1002430,2,4.0,118,294198,5050472,5,0,4620616.0,36,2,2,5,1,1515,3,294449,5050539,118,4620616.0,294198,5050472,118,4620616.0,24.69,29.43,,,,MARCHE,1.0,2.0,2.0,RC,15.0,0.0,,1.0,1.0,,1.0,,1.0,,3,0,0,66.0,54.0,
36,4100,1002430,3,1.0,118,294198,5050472,5,0,4620616.0,16,2,2,3,1,730,2,294198,5050472,118,4620616.0,293890,5051019,118,4620616.0,24.69,29.74,,T,T,MARCHE,1.0,2.0,2.0,ET,221.0,0.0,,1.0,1.0,,1.0,,1.0,,3,0,0,66.0,54.0,
37,4101,1002430,3,1.0,118,294198,5050472,5,0,4620616.0,16,2,2,3,1,1111,3,293890,5051019,118,4620616.0,294198,5050472,118,4620616.0,24.69,29.74,,,,MARCHE,1.0,2.0,2.0,ET,221.0,0.0,,1.0,1.0,,1.0,,1.0,,3,0,0,66.0,54.0,
38,4102,1002430,3,2.0,118,294198,5050472,5,0,4620616.0,16,2,2,3,1,1150,2,294198,5050472,118,4620616.0,293890,5051019,118,4620616.0,24.69,29.74,,,T,MARCHE,1.0,2.0,2.0,ET,196.0,0.0,,1.0,1.0,,1.0,,1.0,,3,0,0,66.0,54.0,
39,4103,1002430,3,2.0,118,294198,5050472,5,0,4620616.0,16,2,2,3,1,1506,3,293890,5051019,118,4620616.0,294198,5050472,118,4620616.0,24.69,29.74,,,,MARCHE,1.0,2.0,2.0,ET,196.0,0.0,,1.0,1.0,,1.0,,1.0,,3,0,0,66.0,54.0,
40,4104,1002430,4,1.0,118,294198,5050472,5,0,4620616.0,13,2,5,3,1,730,2,294198,5050472,118,4620616.0,293890,5051019,118,4620616.0,24.69,26.35,,T,T,MARCHE,1.0,2.0,2.0,ET,221.0,0.0,,1.0,1.0,,1.0,,1.0,,3,0,0,66.0,54.0,
41,4105,1002430,4,1.0,118,294198,5050472,5,0,4620616.0,13,2,5,3,1,1111,3,293890,5051019,118,4620616.0,294198,5050472,118,4620616.0,24.69,26.35,,,,MARCHE,1.0,2.0,2.0,ET,221.0,0.0,,1.0,1.0,,1.0,,1.0,,3,0,0,66.0,54.0,
42,4106,1002430,4,2.0,118,294198,5050472,5,0,4620616.0,13,2,5,3,1,1150,2,294198,5050472,118,4620616.0,293890,5051019,118,4620616.0,24.69,26.35,,,T,MARCHE,1.0,2.0,2.0,ET,196.0,0.0,,1.0,1.0,,1.0,,1.0,,3,0,0,66.0,54.0,
43,4107,1002430,4,2.0,118,294198,5050472,5,0,4620616.0,13,2,5,3,1,1506,3,293890,5051019,118,4620616.0,294198,5050472,118,4620616.0,24.69,26.35,,,,MARCHE,1.0,2.0,2.0,ET,196.0,0.0,,1.0,1.0,,1.0,,1.0,,3,0,0,66.0,54.0,
44,4108,1002430,5,1.0,118,294198,5050472,5,0,4620616.0,7,2,5,3,1,745,2,294198,5050472,118,4620616.0,294449,5050539,118,4620616.0,24.69,26.34,,T,T,MARCHE,1.0,2.0,2.0,ET,230.0,0.0,,1.0,1.0,,1.0,,1.0,,3,0,0,66.0,54.0,
45,4109,1002430,5,1.0,118,294198,5050472,5,0,4620616.0,7,2,5,3,1,1135,3,294449,5050539,118,4620616.0,294198,5050472,118,4620616.0,24.69,26.34,,,,MARCHE,1.0,2.0,2.0,ET,230.0,0.0,,1.0,1.0,,1.0,,1.0,,3,0,0,66.0,54.0,
46,4110,1002430,5,2.0,118,294198,5050472,5,0,4620616.0,7,2,5,3,1,1230,2,294198,5050472,118,4620616.0,294449,5050539,118,4620616.0,24.69,26.34,,,T,MARCHE,1.0,2.0,2.0,ET,165.0,0.0,,1.0,1.0,,1.0,,1.0,,3,0,0,66.0,54.0,
47,4111,1002430,5,2.0,118,294198,5050472,5,0,4620616.0,7,2,5,3,1,1515,3,294449,5050539,118,4620616.0,294198,5050472,118,4620616.0,24.69,26.34,,,,MARCHE,1.0,2.0,2.0,ET,165.0,0.0,,1.0,1.0,,1.0,,1.0,,3,0,0,66.0,54.0,
48,4863,1002820,1,1.0,118,294466,5050049,1,0,4620612.0,41,1,1,2,1,800,1,294466,5050049,118,4620612.0,294695,5050277,118,4620612.0,31.43,30.59,T,T,T,MARCHE,1.0,2.0,2.0,TR,300.0,0.0,,1.0,1.0,,1.0,,1.0,,0,1,0,61.0,52.0,
49,4864,1002820,1,1.0,118,294466,5050049,1,0,4620612.0,41,1,1,2,1,1300,3,294695,5050277,118,4620612.0,294466,5050049,118,4620612.0,31.43,30.59,,,,MARCHE,1.0,2.0,2.0,TR,300.0,0.0,,1.0,1.0,,1.0,,1.0,,0,1,0,61.0,52.0,
50,4865,1002820,1,2.0,118,294466,5050049,1,0,4620612.0,41,1,1,2,1,1500,5,294466,5050049,118,4620612.0,294499,5050119,118,4620612.0,31.43,30.59,,,T,MARCHE,1.0,2.0,2.0,MA,15.0,0.0,,1.0,1.0,,1.0,,,1.0,0,1,0,61.0,52.0,
51,4866,1002820,1,2.0,118,294466,5050049,1,0,4620612.0,41,1,1,2,1,1515,3,294499,5050119,118,4620612.0,294466,5050049,118,4620612.0,31.43,30.59,,,,MARCHE,1.0,2.0,2.0,MA,15.0,0.0,,1.0,1.0,,1.0,,,1.0,0,1,0,61.0,52.0,
52,5037,1002910,1,,118,295488,5054180,1,0,4620610.07,85,2,2,4,2,0,7,0,0,0,,0,0,0,,23.8,23.84,T,T,,,,,,,,,,,,,,,,,0,0,1,26.0,66.0,
53,5202,1003039,1,1.0,118,294852,5050620,1,0,4620612.0,48,1,2,5,1,900,5,294852,5050620,118,4620612.0,298915,5051332,116,4620594.01,31.43,31.86,T,T,T,AP,1.0,2.0,2.0,MA,20.0,0.0,,1.0,1.0,,1.0,,,1.0,0,0,0,63.0,52.0,
54,5203,1003039,1,1.0,118,294852,5050620,1,0,4620612.0,48,1,2,5,1,920,3,298915,5051332,116,4620594.01,294852,5050620,118,4620612.0,31.43,31.86,,,,AP,1.0,2.0,2.0,MA,20.0,0.0,,1.0,1.0,,1.0,,,1.0,0,0,0,63.0,52.0,
55,5204,1003039,1,2.0,118,294852,5050620,1,0,4620612.0,48,1,2,5,1,1600,4,294852,5050620,118,4620612.0,294765,5050914,118,4620611.01,31.43,31.86,,,T,VELO,1.0,2.0,2.0,LS,60.0,0.0,,1.0,1.0,,1.0,,,1.0,0,0,0,63.0,52.0,
56,5205,1003039,1,2.0,118,294852,5050620,1,0,4620612.0,48,1,2,5,1,1700,3,294765,5050914,118,4620611.01,294852,5050620,118,4620612.0,31.43,31.86,,,,VELO,1.0,2.0,2.0,LS,60.0,0.0,,1.0,1.0,,1.0,,,1.0,0,0,0,63.0,52.0,
57,5682,1003336,1,,118,292992,5050015,1,0,4620619.0,81,2,2,4,2,0,7,0,0,0,,0,0,0,,22.12,22.16,T,T,,,,,,,,,,,,,,,,,0,0,1,41.0,66.0,
58,6189,1003654,1,,118,295968,5052413,2,1,4620610.01,73,2,2,4,2,0,7,0,0,0,,0,0,0,,22.72,22.76,T,T,,,,,,,,,,,,,,,,,0,1,2,68.0,55.0,
59,6190,1003654,2,,118,295968,5052413,2,1,4620610.01,76,1,1,4,2,0,7,0,0,0,,0,0,0,,22.72,23.49,,T,,,,,,,,,,,,,,,,,0,1,2,68.0,55.0,
60,6652,1003921,1,1.0,118,294451,5049252,2,0,4620613.0,60,2,2,7,1,900,5,294451,5049252,118,4620613.0,294513,5049521,118,4620613.0,26.17,25.1,T,T,T,MARCHE,1.0,2.0,2.0,MA,60.0,0.0,,1.0,1.0,,1.0,,,1.0,0,0,0,63.0,57.0,
61,6653,1003921,1,1.0,118,294451,5049252,2,0,4620613.0,60,2,2,7,1,1000,3,294513,5049521,118,4620613.0,294451,5049252,118,4620613.0,26.17,25.1,,,,MARCHE,1.0,2.0,2.0,MA,60.0,0.0,,1.0,1.0,,1.0,,,1.0,0,0,0,63.0,57.0,
62,6654,1003921,2,1.0,118,294451,5049252,2,0,4620613.0,33,2,2,2,1,1130,4,294451,5049252,118,4620613.0,294057,5048527,118,4620613.0,26.17,25.18,,T,T,MARCHE,1.0,2.0,2.0,LS,60.0,0.0,,1.0,1.0,,1.0,,,1.0,0,0,0,63.0,57.0,
63,6655,1003921,2,1.0,118,294451,5049252,2,0,4620613.0,33,2,2,2,1,1230,3,294057,5048527,118,4620613.0,294451,5049252,118,4620613.0,26.17,25.18,,,,MARCHE,1.0,2.0,2.0,LS,60.0,0.0,,1.0,1.0,,1.0,,,1.0,0,0,0,63.0,57.0,
64,6656,1003921,2,2.0,118,294451,5049252,2,0,4620613.0,33,2,2,2,1,1730,5,294451,5049252,118,4620613.0,293604,5048877,118,4620613.0,26.17,25.18,,,T,MARCHE,1.0,2.0,2.0,MA,45.0,0.0,,1.0,1.0,,1.0,,,1.0,0,0,0,63.0,57.0,
65,6657,1003921,2,2.0,118,294451,5049252,2,0,4620613.0,33,2,2,2,1,1815,3,293604,5048877,118,4620613.0,294451,5049252,118,4620613.0,26.17,25.18,,,,MARCHE,1.0,2.0,2.0,MA,45.0,0.0,,1.0,1.0,,1.0,,,1.0,0,0,0,63.0,57.0,
66,6676,1003931,1,,118,295350,5054231,1,0,4620610.03,90,2,2,4,2,0,7,0,0,0,,0,0,0,,23.8,23.84,T,T,,,,,,,,,,,,,,,,,0,0,1,28.0,60.0,
67,6935,1004091,1,1.0,118,293887,5051944,1,0,4620618.0,70,2,1,2,1,850,6,293887,5051944,118,4620618.0,298579,5046978,110,4620201.0,23.8,23.84,T,T,T,TC,1.0,2.0,2.0,AT,130.0,0.0,,1.0,1.0,,1.0,,,1.0,0,1,0,29.0,75.0,
68,6936,1004091,1,1.0,118,293887,5051944,1,0,4620618.0,70,2,1,2,1,1100,3,298579,5046978,110,4620201.0,293887,5051944,118,4620618.0,23.8,23.84,,,,TC,1.0,2.0,2.0,AT,130.0,0.0,,1.0,1.0,,1.0,,,1.0,0,1,0,29.0,75.0,
69,6937,1004091,1,2.0,118,293887,5051944,1,0,4620618.0,70,2,1,2,1,1315,1,293887,5051944,118,4620618.0,291339,5047140,406,4620635.0,23.8,23.84,,,T,TC,1.0,2.0,2.0,TR,645.0,0.0,,1.0,1.0,,1.0,,1.0,,0,1,0,29.0,75.0,
70,6938,1004091,1,2.0,118,293887,5051944,1,0,4620618.0,70,2,1,2,1,2400,3,291339,5047140,406,4620635.0,293887,5051944,118,4620618.0,23.8,23.84,,,,TX,1.0,2.0,2.0,TR,645.0,0.0,,1.0,1.0,,1.0,,1.0,,0,1,0,29.0,75.0,
71,7288,1004313,1,,118,292877,5049554,1,0,4620619.0,70,2,2,4,2,0,7,0,0,0,,0,0,0,,23.8,23.84,T,T,,,,,,,,,,,,,,,,,0,0,1,39.0,66.0,
72,7310,1004323,1,,118,293727,5048946,2,0,4620613.0,66,2,2,4,2,0,7,0,0,0,,0,0,0,,18.44,15.32,T,T,,,,,,,,,,,,,,,,,0,0,2,63.0,65.0,
73,7311,1004323,2,,118,293727,5048946,2,0,4620613.0,68,1,2,4,2,0,7,0,0,0,,0,0,0,,18.44,16.4,,T,,,,,,,,,,,,,,,,,0,0,2,63.0,65.0,
74,7404,1004391,1,1.0,118,294246,5051646,1,0,4620617.02,68,2,2,4,1,1045,6,294246,5051646,118,4620617.02,297496,5032175,128,4620321.0,23.8,19.77,T,T,T,TC,1.0,2.0,2.0,AT,255.0,0.0,,1.0,1.0,,1.0,,,1.0,0,0,1,48.0,73.0,
75,7405,1004391,1,1.0,118,294246,5051646,1,0,4620617.02,68,2,2,4,1,1500,3,297496,5032175,128,4620321.0,294246,5051646,118,4620617.02,23.8,19.77,,,,TC,1.0,2.0,2.0,AT,255.0,0.0,,1.0,1.0,,1.0,,,1.0,0,0,1,48.0,73.0,
76,7427,1004410,1,1.0,118,293914,5049017,2,0,4620613.0,50,2,2,1,1,730,1,293914,5049017,118,4620613.0,298599,5050356,117,4620605.01,32.24,31.34,T,T,T,TC,2.0,4.0,3.0,TR,570.0,0.0,,1.0,,1.0,,1.0,1.0,,0,0,0,45.0,64.0,
77,7428,1004410,1,1.0,118,293914,5049017,2,0,4620613.0,50,2,2,1,1,1200,4,298599,5050356,117,4620605.01,298487,5050658,117,4620605.01,32.24,31.34,,,,MARCHE,2.0,4.0,3.0,TR,570.0,0.0,,1.0,,1.0,,1.0,1.0,,0,0,0,45.0,64.0,
78,7429,1004410,1,1.0,118,293914,5049017,2,0,4620613.0,50,2,2,1,1,1300,1,298487,5050658,117,4620605.01,298599,5050356,117,4620605.01,32.24,31.34,,,,MARCHE,2.0,4.0,3.0,TR,570.0,0.0,,1.0,,1.0,,1.0,1.0,,0,0,0,45.0,64.0,
79,7430,1004410,1,1.0,118,293914,5049017,2,0,4620613.0,50,2,2,1,1,1700,3,298599,5050356,117,4620605.01,293914,5049017,118,4620613.0,32.24,31.34,,,,TC,2.0,4.0,3.0,TR,570.0,0.0,,1.0,,1.0,,1.0,1.0,,0,0,0,45.0,64.0,
80,7431,1004410,2,1.0,118,293914,5049017,2,0,4620613.0,21,1,2,2,1,900,4,293914,5049017,118,4620613.0,298399,5042768,106,4620140.0,32.24,43.92,,T,T,TC,1.0,2.0,2.0,LS,780.0,0.0,,1.0,1.0,,1.0,,,1.0,0,0,0,45.0,64.0,
81,7432,1004410,2,1.0,118,293914,5049017,2,0,4620613.0,21,1,2,2,1,2200,3,298399,5042768,106,4620140.0,293914,5049017,118,4620613.0,32.24,43.92,,,,TC,1.0,2.0,2.0,LS,780.0,0.0,,1.0,1.0,,1.0,,,1.0,0,0,0,45.0,64.0,
82,7644,1004521,1,1.0,118,295016,5052837,2,2,4620610.03,32,2,1,1,1,800,1,295016,5052837,118,4620610.03,298998,5049662,117,4620600.03,26.17,25.18,T,T,T,AC,1.0,2.0,2.0,TR,540.0,0.0,,1.0,1.0,,1.0,,1.0,,0,2,0,55.0,58.0,
83,7645,1004521,1,1.0,118,295016,5052837,2,2,4620610.03,32,2,1,1,1,1700,3,298998,5049662,117,4620600.03,295016,5052837,118,4620610.03,26.17,25.18,,,,AC,1.0,2.0,2.0,TR,540.0,0.0,,1.0,1.0,,1.0,,1.0,,0,2,0,55.0,58.0,
84,7646,1004521,2,1.0,118,295016,5052837,2,2,4620610.03,32,1,1,1,1,730,1,295016,5052837,118,4620610.03,294225,5051782,118,4620617.02,26.17,30.31,,T,T,AC,1.0,2.0,2.0,TR,675.0,0.0,,1.0,1.0,,1.0,,1.0,,0,2,0,55.0,58.0,
85,7647,1004521,2,1.0,118,295016,5052837,2,2,4620610.03,32,1,1,1,1,1845,3,294225,5051782,118,4620617.02,295016,5052837,118,4620610.03,26.17,30.31,,,,AC,1.0,2.0,2.0,TR,675.0,0.0,,1.0,1.0,,1.0,,1.0,,0,2,0,55.0,58.0,
86,7835,1004672,1,1.0,118,295575,5053495,2,2,4620610.04,53,1,1,1,1,1000,5,295575,5053495,118,4620610.04,295432,5051871,118,4620611.02,25.75,28.8,T,T,T,AC,1.0,6.0,6.0,MA,440.0,0.0,,1.0,,1.0,1.0,,,1.0,0,2,0,47.0,57.0,
87,7836,1004672,1,1.0,118,295575,5053495,2,2,4620610.04,53,1,1,1,1,1045,5,295432,5051871,118,4620611.02,299951,5051037,116,4620593.01,25.75,28.8,,,,AC,1.0,6.0,6.0,MA,440.0,0.0,,1.0,,1.0,1.0,,,1.0,0,2,0,47.0,57.0,
88,7837,1004672,1,1.0,118,295575,5053495,2,2,4620610.04,53,1,1,1,1,1300,5,299951,5051037,116,4620593.01,303978,5057111,113,4620585.02,25.75,28.8,,,,AC,1.0,6.0,6.0,MA,440.0,0.0,,1.0,,1.0,1.0,,,1.0,0,2,0,47.0,57.0,
89,7838,1004672,1,1.0,118,295575,5053495,2,2,4620610.04,53,1,1,1,1,1430,5,303978,5057111,113,4620585.02,301525,5050279,112,4620191.0,25.75,28.8,,,,AC,1.0,6.0,6.0,MA,440.0,0.0,,1.0,,1.0,1.0,,,1.0,0,2,0,47.0,57.0,
90,7839,1004672,1,1.0,118,295575,5053495,2,2,4620610.04,53,1,1,1,1,1600,5,301525,5050279,112,4620191.0,296201,5051046,117,4620605.04,25.75,28.8,,,,AC,1.0,6.0,6.0,MA,440.0,0.0,,1.0,,1.0,1.0,,,1.0,0,2,0,47.0,57.0,
91,7840,1004672,1,1.0,118,295575,5053495,2,2,4620610.04,53,1,1,1,1,1720,3,296201,5051046,117,4620605.04,295575,5053495,118,4620610.04,25.75,28.8,,,,AC,1.0,6.0,6.0,MA,440.0,0.0,,1.0,,1.0,1.0,,,1.0,0,2,0,47.0,57.0,
92,7841,1004672,2,1.0,118,295575,5053495,2,2,4620610.04,42,2,1,1,1,1000,5,295575,5053495,118,4620610.04,295432,5051871,118,4620611.02,25.75,22.88,,T,T,AP,1.0,5.0,5.0,TR,440.0,0.0,,1.0,,1.0,1.0,,1.0,,0,2,0,47.0,57.0,
93,7842,1004672,2,1.0,118,295575,5053495,2,2,4620610.04,42,2,1,1,1,1045,5,295432,5051871,118,4620611.02,299951,5051037,116,4620593.01,25.75,22.88,,,,AP,1.0,5.0,5.0,TR,440.0,0.0,,1.0,,1.0,1.0,,1.0,,0,2,0,47.0,57.0,
